因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,std_ratio,,LT_SB,0.011,0.34,0.079,-0.128,-2.98,0.079,0.033,0.357,0.023,-0.003,-0.038
CAP,std_ratio,,Long_top,-0.047,-2.073,0.079,-0.132,-3.536,0.079,-0.134,-3.088,0.023,-0.003,-0.038
CAP,std_ratio,,Long_bottom,-0.062,-2.69,0.066,-0.009,-0.377,0.043,-0.173,-3.361,0.052,-0.003,-0.038
