因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,std,,LT_SB,-0.024,-0.58,0.128,-0.133,-1.988,0.128,-0.07,-0.817,0.025,-0.002,-0.029
CAP,std,,Long_top,-0.028,-1.002,0.092,-0.079,-1.702,0.092,-0.081,-1.861,0.023,-0.002,-0.029
CAP,std,,Long_bottom,-0.009,-0.464,0.057,0.057,1.905,0.05,-0.026,-0.469,0.057,-0.002,-0.029
