因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,mean,,LT_SB,-0.038,-2.028,0.076,-0.056,-1.749,0.076,-0.107,-3.587,0.033,-0.002,-0.029
CAP,mean,,Long_top,0.076,2.45,0.041,0.06,3.261,0.041,0.239,6.514,0.021,-0.002,-0.029
CAP,mean,,Long_bottom,0.113,3.376,0.031,0.119,3.173,0.021,0.371,8.58,0.031,-0.002,-0.029
