因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,std_ratio,,LT_SB,0.036,1.167,0.064,-0.028,-0.996,0.064,0.111,1.298,0.024,-0.002,-0.029
CAP,std_ratio,,Long_top,0.091,2.727,0.03,0.095,3.51,0.03,0.292,5.39,0.021,-0.002,-0.029
CAP,std_ratio,,Long_bottom,0.049,2.114,0.047,0.121,3.09,0.022,0.149,3.068,0.046,-0.002,-0.029
