因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,mean_diff,,LT_SB,0.086,2.613,0.058,0.127,2.132,0.047,0.275,6.423,0.043,-0.002,-0.029
CAP,mean_diff,,Long_top,0.063,2.087,0.05,0.136,2.442,0.025,0.197,5.189,0.035,-0.002,-0.029
CAP,mean_diff,,Long_bottom,-0.025,-2.339,0.035,0.003,0.226,0.032,-0.073,-2.208,0.031,-0.002,-0.029
