因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,mean_diff,,LT_SB,-0.116,-2.989,0.085,-0.136,-2.766,0.083,-0.31,-9.795,0.037,0.001,0.014
CAP,mean_diff,,Long_top,-0.036,-1.843,0.065,-0.087,-2.644,0.065,-0.103,-3.29,0.018,0.001,0.014
CAP,mean_diff,,Long_bottom,0.087,2.563,0.027,0.053,2.304,0.027,0.286,4.973,0.018,0.001,0.014
