因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,std,,LT_SB,-0.138,-2.591,0.139,-0.082,-1.783,0.081,-0.36,-3.988,0.077,0.001,0.014
CAP,std,,Long_top,-0.029,-1.469,0.049,-0.044,-1.567,0.039,-0.086,-1.341,0.049,0.001,0.014
CAP,std,,Long_bottom,0.119,2.531,0.057,0.036,1.102,0.057,0.402,6.201,0.019,0.001,0.014
