因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,std_ratio,,LT_SB,0.04,0.99,0.062,0.008,0.137,0.062,0.122,1.516,0.037,-0.003,-0.044
CAP,std_ratio,,Long_top,0.113,2.152,0.045,0.075,1.124,0.045,0.369,3.996,0.02,-0.003,-0.044
CAP,std_ratio,,Long_bottom,0.067,3.48,0.03,0.062,3.356,0.027,0.208,6.093,0.03,-0.003,-0.044
