因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,mean_diff,,LT_SB,0.1,2.471,0.054,0.195,4.256,0.054,0.321,4.269,0.051,-0.003,-0.044
CAP,mean_diff,,Long_top,0.054,2.122,0.031,0.054,2.279,0.031,0.166,4.625,0.028,-0.003,-0.044
CAP,mean_diff,,Long_bottom,-0.046,-2.322,0.065,-0.121,-4.503,0.053,-0.129,-2.566,0.04,-0.003,-0.044
