因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,std,,LT_SB,0.102,2.998,0.06,0.032,0.951,0.06,0.336,2.83,0.034,-0.001,-0.014
CAP,std,,Long_top,0.025,1.285,0.062,0.016,0.589,0.041,0.076,1.293,0.029,-0.001,-0.014
CAP,std,,Long_bottom,-0.076,-2.401,0.096,-0.02,-0.782,0.035,-0.208,-3.632,0.065,-0.001,-0.014
