因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,std_ratio,,LT_SB,-0.025,-1.904,0.055,-0.079,-4.69,0.038,-0.073,-1.55,0.055,-0.003,-0.038
CAP,std_ratio,,Long_top,-0.046,-2.841,0.057,-0.087,-3.158,0.056,-0.131,-4.529,0.03,-0.003,-0.038
CAP,std_ratio,,Long_bottom,-0.025,-1.906,0.048,-0.012,-0.589,0.047,-0.072,-2.21,0.025,-0.003,-0.038
