因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,mean,,LT_SB,-0.077,-2.128,0.1,-0.082,-1.707,0.077,-0.209,-5.125,0.045,0.007,0.098
CAP,mean,,Long_top,-0.045,-1.654,0.078,-0.066,-1.779,0.063,-0.127,-4.082,0.031,0.007,0.098
CAP,mean,,Long_bottom,0.03,2.002,0.041,0.013,0.548,0.041,0.09,2.727,0.019,0.007,0.098
