因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,std_ratio,,LT_SB,-0.124,-1.88,0.151,-0.227,-2.344,0.151,-0.322,-8.496,0.027,0.007,0.098
CAP,std_ratio,,Long_top,-0.015,-0.593,0.062,-0.079,-1.835,0.062,-0.043,-1.031,0.022,0.007,0.098
CAP,std_ratio,,Long_bottom,0.119,2.172,0.052,0.183,2.442,0.052,0.388,9.064,0.037,0.007,0.098
