因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,mean_diff,,LT_SB,-0.025,-1.043,0.05,-0.008,-0.265,0.05,-0.071,-1.379,0.037,0.007,0.098
CAP,mean_diff,,Long_top,-0.022,-1.466,0.043,-0.021,-0.97,0.037,-0.062,-1.649,0.024,0.007,0.098
CAP,mean_diff,,Long_bottom,-0.002,-0.083,0.057,-0.018,-0.696,0.048,-0.006,-0.196,0.025,0.007,0.098
