因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,std,,LT_SB,-0.131,-2.252,0.132,-0.253,-3.457,0.118,-0.338,-7.374,0.023,0.007,0.098
CAP,std,,Long_top,-0.003,-0.107,0.068,-0.095,-3.247,0.053,-0.008,-0.13,0.026,0.007,0.098
CAP,std,,Long_bottom,0.143,3.31,0.02,0.205,3.402,0.013,0.479,14.081,0.02,0.007,0.098
