因子名称,用作条件的因子,使用的参数,归属指数,科目类别,partion_loc,start_day,end_day,trl_day,nmlz_days,年化收益率 （全时期）,超额收益（全时期）：,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
dv_ratio,ps,std_ratio,中证500,LT_SB,TOP,20130101,20201231,30,20,2.44%,-8.18%,0.34,-14.09%,1.27%,0.19,-14.09%,4.88%,0.64,-8.13%,-0.0023,-0.0296
dv_ratio,ps,std_ratio,中证500,Long_top,TOP,20130101,20201231,30,20,9.28%,-1.35%,0.46,-68.58%,11.72%,0.52,-55.76%,4.39%,0.31,-32.74%,-0.0023,-0.0296
dv_ratio,ps,std_ratio,中证500,Long_bottom,TOP,20130101,20201231,30,20,6.45%,-4.18%,0.37,-65.58%,10.16%,0.48,-54.67%,-0.63%,0.10,-32.08%,-0.0023,-0.0296
dv_ratio,ps,std_ratio,中证500,LT_SB,BOTTOM,20130101,20201231,10,20,-11.43%,-21.39%,-1.31,-63.84%,-15.53%,-1.85,-59.00%,-2.59%,-0.24,-14.57%,-0.0025,-0.029
dv_ratio,ps,std_ratio,中证500,Long_top,BOTTOM,20130101,20201231,10,20,1.27%,-8.69%,0.20,-72.18%,1.95%,0.23,-59.81%,-0.10%,0.13,-36.31%,-0.0025,-0.029
dv_ratio,ps,std_ratio,中证500,Long_bottom,BOTTOM,20130101,20201231,10,20,13.96%,4.01%,0.60,-58.77%,20.12%,0.75,-52.04%,2.44%,0.21,-34.16%,-0.0025,-0.029
dv_ratio,ps,std_ratio,中证500,LT_SB,BOTTOM,20130101,20201231,20,20,-8.59%,-18.55%,-1.00,-51.40%,-9.91%,-1.18,-42.14%,-5.86%,-0.63,-19.31%,-0.0021,-0.0257
dv_ratio,ps,std_ratio,中证500,Long_top,BOTTOM,20130101,20201231,20,20,3.32%,-6.65%,0.25,-68.15%,6.45%,0.35,-54.47%,-2.44%,0.01,-37.58%,-0.0021,-0.0257
dv_ratio,ps,std_ratio,中证500,Long_bottom,BOTTOM,20130101,20201231,20,20,12.21%,2.24%,0.55,-59.58%,17.09%,0.67,-51.46%,2.93%,0.24,-32.85%,-0.0021,-0.0257
dv_ratio,ps,std_ratio,中证500,LT_SB,BOTTOM,20130101,20201231,30,20,-3.91%,-14.53%,-0.38,-39.09%,-5.57%,-0.54,-38.61%,-0.49%,-0.03,-16.09%,0.0026,0.0344
dv_ratio,ps,std_ratio,中证500,Long_top,BOTTOM,20130101,20201231,30,20,6.05%,-4.57%,0.37,-66.31%,7.62%,0.41,-56.92%,2.93%,0.24,-30.97%,0.0026,0.0344
dv_ratio,ps,std_ratio,中证500,Long_bottom,BOTTOM,20130101,20201231,30,20,9.77%,-0.86%,0.48,-63.60%,13.28%,0.56,-51.68%,3.12%,0.26,-33.38%,0.0026,0.0344
dv_ratio,ps,std_ratio,中证500,LT_SB,TOP,20130101,20201231,10,30,13.48%,3.51%,1.46,-20.08%,17.87%,1.93,-11.76%,5.18%,0.60,-20.08%,0.0013,0.0165
dv_ratio,ps,std_ratio,中证500,Long_top,TOP,20130101,20201231,10,30,15.04%,5.07%,0.64,-58.21%,20.80%,0.76,-51.88%,4.30%,0.30,-33.10%,0.0013,0.0165
dv_ratio,ps,std_ratio,中证500,Long_bottom,TOP,20130101,20201231,10,30,1.27%,-8.70%,0.19,-70.41%,2.54%,0.24,-58.42%,-1.27%,0.08,-33.77%,0.0013,0.0165
dv_ratio,ps,std_ratio,中证500,LT_SB,TOP,20130101,20201231,20,30,4.69%,-5.94%,0.58,-16.82%,7.13%,0.85,-16.82%,0.00%,0.03,-13.76%,0.0001,0.0015
dv_ratio,ps,std_ratio,中证500,Long_top,TOP,20130101,20201231,20,30,10.94%,0.31%,0.51,-63.31%,16.41%,0.65,-53.28%,0.59%,0.16,-32.45%,0.0001,0.0015
dv_ratio,ps,std_ratio,中证500,Long_bottom,TOP,20130101,20201231,20,30,5.57%,-5.06%,0.34,-67.56%,8.11%,0.42,-55.03%,0.68%,0.15,-32.86%,0.0001,0.0015
dv_ratio,ps,std_ratio,中证500,LT_SB,TOP,20130101,20201231,30,30,4.10%,-6.63%,0.52,-12.12%,2.44%,0.32,-12.12%,7.62%,0.91,-9.52%,-0.0023,-0.0294
dv_ratio,ps,std_ratio,中证500,Long_top,TOP,20130101,20201231,30,30,11.43%,0.69%,0.52,-64.79%,12.60%,0.54,-54.05%,9.18%,0.48,-32.07%,-0.0023,-0.0294
dv_ratio,ps,std_ratio,中证500,Long_bottom,TOP,20130101,20201231,30,30,6.74%,-4.00%,0.39,-65.21%,9.47%,0.47,-53.52%,1.46%,0.18,-29.23%,-0.0023,-0.0294
dv_ratio,ps,std_ratio,中证500,LT_SB,BOTTOM,20130101,20201231,10,30,-13.82%,-23.78%,-1.60,-68.56%,-17.24%,-2.09,-63.26%,-6.64%,-0.67,-18.94%,-0.003,-0.0358
dv_ratio,ps,std_ratio,中证500,Long_top,BOTTOM,20130101,20201231,10,30,-0.34%,-10.31%,0.14,-72.30%,-0.20%,0.16,-61.47%,-0.63%,0.10,-33.16%,-0.003,-0.0358
dv_ratio,ps,std_ratio,中证500,Long_bottom,BOTTOM,20130101,20201231,10,30,14.75%,4.78%,0.63,-56.21%,19.53%,0.74,-50.92%,5.76%,0.36,-32.38%,-0.003,-0.0358
dv_ratio,ps,std_ratio,中证500,LT_SB,BOTTOM,20130101,20201231,20,30,-10.40%,-21.02%,-1.17,-60.13%,-11.18%,-1.26,-46.22%,-8.89%,-0.97,-28.84%,-0.0031,-0.0382
dv_ratio,ps,std_ratio,中证500,Long_top,BOTTOM,20130101,20201231,20,30,4.69%,-5.94%,0.31,-68.40%,7.71%,0.40,-54.78%,-1.03%,0.08,-34.29%,-0.0031,-0.0382
dv_ratio,ps,std_ratio,中证500,Long_bottom,BOTTOM,20130101,20201231,20,30,15.92%,5.29%,0.67,-55.41%,20.21%,0.75,-51.93%,7.91%,0.45,-31.49%,-0.0031,-0.0382
dv_ratio,ps,std_ratio,中证500,LT_SB,BOTTOM,20130101,20201231,30,30,-6.25%,-16.99%,-0.66,-47.79%,-7.76%,-0.83,-39.42%,-3.12%,-0.29,-22.14%,0.0009,0.0106
dv_ratio,ps,std_ratio,中证500,Long_top,BOTTOM,20130101,20201231,30,30,6.35%,-4.39%,0.36,-68.64%,6.45%,0.35,-58.45%,5.96%,0.37,-28.92%,0.0009,0.0106
dv_ratio,ps,std_ratio,中证500,Long_bottom,BOTTOM,20130101,20201231,30,30,12.40%,1.67%,0.56,-61.44%,14.16%,0.59,-49.72%,8.98%,0.47,-33.02%,0.0009,0.0106
dv_ratio,ps,mean_diff,中证500,LT_SB,TOP,20130101,20201231,10,10,3.32%,-6.90%,0.35,-19.42%,3.52%,0.35,-19.42%,2.73%,0.33,-9.42%,0.006,0.0631
dv_ratio,ps,mean_diff,中证500,Long_top,TOP,20130101,20201231,10,10,7.32%,-2.90%,0.40,-65.45%,10.55%,0.49,-54.88%,1.07%,0.17,-34.47%,0.006,0.0631
dv_ratio,ps,mean_diff,中证500,Long_bottom,TOP,20130101,20201231,10,10,3.42%,-6.81%,0.27,-73.27%,6.25%,0.36,-65.53%,-1.90%,0.04,-37.57%,0.006,0.0631
dv_ratio,ps,mean_diff,中证500,LT_SB,TOP,20130101,20201231,20,10,-0.59%,-10.54%,-0.01,-21.36%,0.29%,0.09,-15.18%,-2.39%,-0.24,-13.94%,0.002,0.0227
dv_ratio,ps,mean_diff,中证500,Long_top,TOP,20130101,20201231,20,10,6.74%,-3.22%,0.38,-67.45%,11.04%,0.51,-56.37%,-1.22%,0.08,-36.19%,0.002,0.0227
dv_ratio,ps,mean_diff,中证500,Long_bottom,TOP,20130101,20201231,20,10,6.54%,-3.41%,0.37,-67.87%,9.47%,0.45,-58.72%,0.88%,0.17,-34.20%,0.002,0.0227
dv_ratio,ps,mean_diff,中证500,LT_SB,TOP,20130101,20201231,30,10,2.25%,-7.72%,0.26,-27.37%,-1.71%,-0.14,-27.37%,10.45%,1.10,-8.51%,0.0025,0.0285
dv_ratio,ps,mean_diff,中证500,Long_top,TOP,20130101,20201231,30,10,7.81%,-2.15%,0.43,-69.59%,9.57%,0.47,-61.20%,4.30%,0.30,-32.76%,0.0025,0.0285
dv_ratio,ps,mean_diff,中证500,Long_bottom,TOP,20130101,20201231,30,10,4.79%,-5.18%,0.31,-66.11%,10.74%,0.48,-55.76%,-6.20%,-0.12,-34.92%,0.0025,0.0285
dv_ratio,ps,mean_diff,中证500,LT_SB,BOTTOM,20130101,20201231,10,10,-6.05%,-16.28%,-0.57,-51.15%,-7.37%,-0.68,-50.06%,-3.42%,-0.31,-18.82%,-0.0063,-0.0676
dv_ratio,ps,mean_diff,中证500,Long_top,BOTTOM,20130101,20201231,10,10,2.34%,-7.88%,0.23,-73.55%,4.39%,0.29,-64.57%,-1.56%,0.06,-37.41%,-0.0063,-0.0676
dv_ratio,ps,mean_diff,中证500,Long_bottom,BOTTOM,20130101,20201231,10,10,8.30%,-1.92%,0.44,-64.77%,12.01%,0.54,-53.31%,1.37%,0.18,-35.51%,-0.0063,-0.0676
dv_ratio,ps,mean_diff,中证500,LT_SB,BOTTOM,20130101,20201231,20,10,-3.32%,-13.28%,-0.28,-32.94%,-4.49%,-0.39,-32.94%,-0.83%,-0.04,-16.93%,-0.003,-0.0352
dv_ratio,ps,mean_diff,中证500,Long_top,BOTTOM,20130101,20201231,20,10,5.47%,-4.49%,0.34,-69.07%,7.32%,0.40,-58.39%,1.76%,0.19,-34.28%,-0.003,-0.0352
dv_ratio,ps,mean_diff,中证500,Long_bottom,BOTTOM,20130101,20201231,20,10,8.89%,-1.07%,0.46,-62.79%,12.60%,0.56,-55.40%,1.95%,0.21,-34.38%,-0.003,-0.0352
dv_ratio,ps,mean_diff,中证500,LT_SB,BOTTOM,20130101,20201231,30,10,-2.98%,-12.94%,-0.28,-37.90%,1.76%,0.21,-14.82%,-11.67%,-1.38,-27.94%,-0.0024,-0.0285
dv_ratio,ps,mean_diff,中证500,Long_top,BOTTOM,20130101,20201231,30,10,6.45%,-3.52%,0.37,-65.39%,10.64%,0.49,-53.65%,-1.56%,0.07,-33.87%,-0.0024,-0.0285
dv_ratio,ps,mean_diff,中证500,Long_bottom,BOTTOM,20130101,20201231,30,10,9.86%,-0.10%,0.49,-67.65%,9.08%,0.45,-60.49%,11.43%,0.56,-32.89%,-0.0024,-0.0285
dv_ratio,ps,mean_diff,中证500,LT_SB,TOP,20130101,20201231,10,20,0.59%,-9.37%,0.10,-29.38%,1.66%,0.18,-22.70%,-1.46%,-0.08,-12.67%,0.0049,0.0503
dv_ratio,ps,mean_diff,中证500,Long_top,TOP,20130101,20201231,10,20,7.32%,-2.63%,0.40,-68.52%,11.04%,0.51,-56.53%,0.39%,0.14,-34.84%,0.0049,0.0503
dv_ratio,ps,mean_diff,中证500,Long_bottom,TOP,20130101,20201231,10,20,5.96%,-4.00%,0.36,-66.77%,8.59%,0.42,-59.14%,0.98%,0.17,-34.02%,0.0049,0.0503
dv_ratio,ps,mean_diff,中证500,LT_SB,TOP,20130101,20201231,20,20,-1.32%,-11.29%,-0.11,-26.55%,-2.98%,-0.26,-26.55%,2.05%,0.25,-11.88%,0.0009,0.0097
dv_ratio,ps,mean_diff,中证500,Long_top,TOP,20130101,20201231,20,20,8.40%,-1.57%,0.44,-64.90%,12.30%,0.55,-57.18%,0.98%,0.17,-33.57%,0.0009,0.0097
dv_ratio,ps,mean_diff,中证500,Long_bottom,TOP,20130101,20201231,20,20,9.38%,-0.59%,0.46,-61.36%,15.23%,0.60,-50.51%,-1.46%,0.07,-33.63%,0.0009,0.0097
dv_ratio,ps,mean_diff,中证500,LT_SB,TOP,20130101,20201231,30,20,2.93%,-7.70%,0.32,-28.58%,-0.83%,-0.04,-28.58%,11.04%,1.14,-8.87%,0.0034,0.0384
dv_ratio,ps,mean_diff,中证500,Long_top,TOP,20130101,20201231,30,20,11.43%,0.80%,0.55,-62.72%,14.16%,0.62,-55.91%,6.35%,0.36,-30.36%,0.0034,0.0384
dv_ratio,ps,mean_diff,中证500,Long_bottom,TOP,20130101,20201231,30,20,7.03%,-3.59%,0.38,-64.02%,13.48%,0.56,-50.88%,-4.79%,-0.08,-34.15%,0.0034,0.0384
dv_ratio,ps,mean_diff,中证500,LT_SB,BOTTOM,20130101,20201231,10,20,-4.44%,-14.40%,-0.38,-44.22%,-6.15%,-0.53,-44.22%,-0.98%,-0.04,-16.74%,-0.0054,-0.0549
dv_ratio,ps,mean_diff,中证500,Long_top,BOTTOM,20130101,20201231,10,20,4.10%,-5.85%,0.29,-69.78%,5.47%,0.33,-60.53%,1.46%,0.18,-34.22%,-0.0054,-0.0549
dv_ratio,ps,mean_diff,中证500,Long_bottom,BOTTOM,20130101,20201231,10,20,8.40%,-1.56%,0.44,-67.30%,11.91%,0.54,-55.86%,1.66%,0.20,-34.67%,-0.0054,-0.0549
dv_ratio,ps,mean_diff,中证500,LT_SB,BOTTOM,20130101,20201231,20,20,-0.78%,-10.75%,-0.03,-22.58%,1.37%,0.18,-15.05%,-4.88%,-0.49,-18.32%,-0.002,-0.0215
dv_ratio,ps,mean_diff,中证500,Long_top,BOTTOM,20130101,20201231,20,20,8.40%,-1.57%,0.42,-63.04%,13.28%,0.55,-52.52%,-0.93%,0.08,-34.12%,-0.002,-0.0215
dv_ratio,ps,mean_diff,中证500,Long_bottom,BOTTOM,20130101,20201231,20,20,9.18%,-0.79%,0.46,-65.28%,11.91%,0.53,-58.22%,3.91%,0.27,-33.56%,-0.002,-0.0215
dv_ratio,ps,mean_diff,中证500,LT_SB,BOTTOM,20130101,20201231,30,20,-4.49%,-15.11%,-0.37,-42.47%,0.88%,0.15,-15.50%,-14.36%,-1.63,-33.00%,-0.0029,-0.0323
dv_ratio,ps,mean_diff,中证500,Long_top,BOTTOM,20130101,20201231,30,20,8.40%,-2.23%,0.43,-59.86%,15.82%,0.62,-47.64%,-4.98%,-0.07,-33.14%,-0.0029,-0.0323
dv_ratio,ps,mean_diff,中证500,Long_bottom,BOTTOM,20130101,20201231,30,20,13.67%,3.05%,0.61,-62.27%,15.04%,0.64,-55.70%,10.94%,0.55,-29.78%,-0.0029,-0.0323
dv_ratio,ps,mean_diff,中证500,LT_SB,TOP,20130101,20201231,10,30,-0.49%,-10.46%,0.02,-25.45%,-0.24%,0.05,-22.38%,-0.98%,-0.04,-14.99%,0.0051,0.0511
dv_ratio,ps,mean_diff,中证500,Long_top,TOP,20130101,20201231,10,30,6.84%,-3.13%,0.38,-68.59%,9.86%,0.46,-57.14%,0.98%,0.17,-33.28%,0.0051,0.0511
dv_ratio,ps,mean_diff,中证500,Long_bottom,TOP,20130101,20201231,10,30,6.45%,-3.52%,0.37,-67.79%,8.69%,0.43,-59.17%,1.95%,0.19,-34.66%,0.0051,0.0511
dv_ratio,ps,mean_diff,中证500,LT_SB,TOP,20130101,20201231,20,30,-1.61%,-12.24%,-0.09,-30.75%,-3.52%,-0.27,-29.60%,2.34%,0.31,-12.01%,0.0008,0.0088
dv_ratio,ps,mean_diff,中证500,Long_top,TOP,20130101,20201231,20,30,10.74%,0.12%,0.52,-64.79%,14.65%,0.62,-58.35%,3.42%,0.27,-31.35%,0.0008,0.0088
dv_ratio,ps,mean_diff,中证500,Long_bottom,TOP,20130101,20201231,20,30,10.74%,0.12%,0.51,-58.94%,16.50%,0.65,-48.41%,-0.05%,0.15,-31.15%,0.0008,0.0088
dv_ratio,ps,mean_diff,中证500,LT_SB,TOP,20130101,20201231,30,30,1.95%,-8.78%,0.25,-30.87%,0.29%,0.12,-30.87%,5.37%,0.60,-10.01%,0.0036,0.0398
dv_ratio,ps,mean_diff,中证500,Long_top,TOP,20130101,20201231,30,30,11.13%,0.40%,0.53,-63.64%,14.94%,0.64,-56.27%,3.81%,0.27,-29.26%,0.0036,0.0398
dv_ratio,ps,mean_diff,中证500,Long_bottom,TOP,20130101,20201231,30,30,7.23%,-3.51%,0.39,-62.19%,12.11%,0.52,-51.34%,-1.90%,0.05,-31.74%,0.0036,0.0398
dv_ratio,ps,mean_diff,中证500,LT_SB,BOTTOM,20130101,20201231,10,30,-3.17%,-13.13%,-0.26,-40.72%,-4.05%,-0.32,-40.72%,-1.42%,-0.13,-12.63%,-0.0054,-0.0542
dv_ratio,ps,mean_diff,中证500,Long_top,BOTTOM,20130101,20201231,10,30,4.69%,-5.28%,0.31,-69.72%,6.45%,0.36,-59.22%,1.17%,0.18,-34.85%,-0.0054,-0.0542
dv_ratio,ps,mean_diff,中证500,Long_bottom,BOTTOM,20130101,20201231,10,30,7.71%,-2.25%,0.42,-67.48%,10.55%,0.49,-56.13%,2.05%,0.23,-33.91%,-0.0054,-0.0542
dv_ratio,ps,mean_diff,中证500,LT_SB,BOTTOM,20130101,20201231,20,30,-0.73%,-11.36%,0.00,-23.63%,-0.39%,0.04,-23.63%,-1.51%,-0.09,-17.30%,-0.0021,-0.0223
dv_ratio,ps,mean_diff,中证500,Long_top,BOTTOM,20130101,20201231,20,30,8.30%,-2.33%,0.43,-62.27%,12.21%,0.53,-49.80%,0.98%,0.17,-31.22%,-0.0021,-0.0223
dv_ratio,ps,mean_diff,中证500,Long_bottom,BOTTOM,20130101,20201231,20,30,9.38%,-1.25%,0.47,-65.96%,13.18%,0.58,-59.02%,2.15%,0.21,-31.20%,-0.0021,-0.0223
dv_ratio,ps,mean_diff,中证500,LT_SB,BOTTOM,20130101,20201231,30,30,-2.93%,-13.67%,-0.21,-30.26%,-1.03%,-0.01,-24.96%,-6.54%,-0.70,-21.31%,-0.0033,-0.0356
dv_ratio,ps,mean_diff,中证500,Long_top,BOTTOM,20130101,20201231,30,30,8.01%,-2.73%,0.42,-61.37%,13.18%,0.56,-50.34%,-1.66%,0.05,-32.60%,-0.0033,-0.0356
dv_ratio,ps,mean_diff,中证500,Long_bottom,BOTTOM,20130101,20201231,30,30,11.33%,0.59%,0.53,-63.55%,15.04%,0.63,-57.04%,4.39%,0.31,-30.14%,-0.0033,-0.0356
dv_ratio,ps,mean,中证500,LT_SB,TOP,20130101,20201231,10,10,-2.29%,-12.52%,-0.12,-43.27%,-6.84%,-0.51,-43.27%,7.42%,0.66,-14.77%,0.0024,0.0212
dv_ratio,ps,mean,中证500,Long_top,TOP,20130101,20201231,10,10,6.45%,-3.78%,0.38,-71.61%,8.20%,0.42,-62.61%,3.03%,0.25,-33.27%,0.0024,0.0212
dv_ratio,ps,mean,中证500,Long_bottom,TOP,20130101,20201231,10,10,7.81%,-2.41%,0.41,-72.22%,14.75%,0.60,-56.10%,-4.79%,-0.06,-40.43%,0.0024,0.0212
dv_ratio,ps,mean,中证500,LT_SB,TOP,20130101,20201231,20,10,-1.90%,-11.86%,-0.09,-37.39%,-2.83%,-0.17,-37.39%,-0.10%,0.07,-25.59%,0.0023,0.0215
dv_ratio,ps,mean,中证500,Long_top,TOP,20130101,20201231,20,10,6.64%,-3.31%,0.37,-69.96%,11.33%,0.50,-61.49%,-2.20%,0.04,-36.99%,0.0023,0.0215
dv_ratio,ps,mean,中证500,Long_bottom,TOP,20130101,20201231,20,10,7.52%,-2.44%,0.40,-72.05%,12.99%,0.56,-56.38%,-2.64%,0.01,-40.63%,0.0023,0.0215
dv_ratio,ps,mean,中证500,LT_SB,TOP,20130101,20201231,30,10,-9.08%,-19.04%,-0.78,-59.42%,-14.11%,-1.23,-59.42%,1.86%,0.23,-17.39%,-0.0022,-0.0204
dv_ratio,ps,mean,中证500,Long_top,TOP,20130101,20201231,30,10,0.88%,-9.09%,0.18,-77.18%,2.54%,0.24,-68.11%,-2.39%,0.04,-34.52%,-0.0022,-0.0204
dv_ratio,ps,mean,中证500,Long_bottom,TOP,20130101,20201231,30,10,10.16%,0.19%,0.49,-66.05%,18.36%,0.72,-49.06%,-4.69%,-0.06,-39.30%,-0.0022,-0.0204
dv_ratio,ps,mean,中证500,LT_SB,BOTTOM,20130101,20201231,10,10,-9.13%,-19.36%,-0.69,-60.99%,-10.25%,-0.79,-56.56%,-6.93%,-0.48,-33.12%,-0.0035,-0.0293
dv_ratio,ps,mean,中证500,Long_top,BOTTOM,20130101,20201231,10,10,1.17%,-9.05%,0.19,-71.90%,2.93%,0.25,-67.28%,-2.25%,0.04,-30.55%,-0.0035,-0.0293
dv_ratio,ps,mean,中证500,Long_bottom,BOTTOM,20130101,20201231,10,10,10.16%,-0.07%,0.49,-66.13%,13.28%,0.56,-50.99%,4.20%,0.29,-35.78%,-0.0035,-0.0293
dv_ratio,ps,mean,中证500,LT_SB,BOTTOM,20130101,20201231,20,10,-10.69%,-20.65%,-0.87,-67.83%,-11.33%,-0.91,-61.22%,-9.47%,-0.74,-33.28%,-0.003,-0.0258
dv_ratio,ps,mean,中证500,Long_top,BOTTOM,20130101,20201231,20,10,0.49%,-9.47%,0.17,-73.29%,2.83%,0.25,-64.84%,-4.15%,-0.03,-33.91%,-0.003,-0.0258
dv_ratio,ps,mean,中证500,Long_bottom,BOTTOM,20130101,20201231,20,10,11.72%,1.76%,0.54,-61.94%,15.14%,0.61,-48.34%,5.08%,0.34,-37.17%,-0.003,-0.0258
dv_ratio,ps,mean,中证500,LT_SB,BOTTOM,20130101,20201231,30,10,-7.23%,-17.19%,-0.53,-53.51%,-8.01%,-0.57,-50.49%,-5.57%,-0.40,-26.12%,-0.0028,-0.0253
dv_ratio,ps,mean,中证500,Long_top,BOTTOM,20130101,20201231,30,10,5.18%,-4.79%,0.33,-66.46%,7.13%,0.38,-57.68%,1.37%,0.18,-30.96%,-0.0028,-0.0253
dv_ratio,ps,mean,中证500,Long_bottom,BOTTOM,20130101,20201231,30,10,12.11%,2.14%,0.55,-61.42%,14.94%,0.62,-50.12%,6.84%,0.37,-33.86%,-0.0028,-0.0253
dv_ratio,ps,mean,中证500,LT_SB,TOP,20130101,20201231,10,20,-3.32%,-13.28%,-0.20,-48.42%,-6.79%,-0.50,-48.42%,4.00%,0.36,-23.02%,0.0019,0.0163
dv_ratio,ps,mean,中证500,Long_top,TOP,20130101,20201231,10,20,2.54%,-7.42%,0.25,-76.18%,4.39%,0.31,-67.86%,-0.93%,0.10,-36.29%,0.0019,0.0163
dv_ratio,ps,mean,中证500,Long_bottom,TOP,20130101,20201231,10,20,5.27%,-4.68%,0.33,-74.09%,10.94%,0.49,-57.20%,-5.13%,-0.08,-42.25%,0.0019,0.0163
dv_ratio,ps,mean,中证500,LT_SB,TOP,20130101,20201231,20,20,-5.52%,-15.48%,-0.46,-49.94%,-7.91%,-0.71,-49.94%,-0.59%,0.03,-27.91%,0.0012,0.0109
dv_ratio,ps,mean,中证500,Long_top,TOP,20130101,20201231,20,20,3.22%,-6.74%,0.26,-74.03%,6.35%,0.35,-62.97%,-2.73%,0.01,-37.29%,0.0012,0.0109
dv_ratio,ps,mean,中证500,Long_bottom,TOP,20130101,20201231,20,20,8.69%,-1.28%,0.44,-71.40%,14.94%,0.61,-52.92%,-2.88%,-0.00,-41.67%,0.0012,0.0109
dv_ratio,ps,mean,中证500,LT_SB,TOP,20130101,20201231,30,20,-9.52%,-20.14%,-0.80,-67.37%,-15.72%,-1.36,-67.37%,4.30%,0.42,-18.25%,-0.0018,-0.0163
dv_ratio,ps,mean,中证500,Long_top,TOP,20130101,20201231,30,20,0.10%,-10.53%,0.15,-79.93%,0.68%,0.17,-71.31%,-0.98%,0.09,-34.39%,-0.0018,-0.0163
dv_ratio,ps,mean,中证500,Long_bottom,TOP,20130101,20201231,30,20,9.47%,-1.15%,0.47,-65.57%,17.87%,0.70,-45.47%,-5.57%,-0.10,-38.29%,-0.0018,-0.0163
dv_ratio,ps,mean,中证500,LT_SB,BOTTOM,20130101,20201231,10,20,-9.42%,-19.38%,-0.69,-61.87%,-10.55%,-0.78,-57.57%,-7.28%,-0.51,-32.31%,-0.0036,-0.0287
dv_ratio,ps,mean,中证500,Long_top,BOTTOM,20130101,20201231,10,20,0.29%,-9.66%,0.16,-73.93%,2.44%,0.24,-67.23%,-3.71%,-0.03,-31.66%,-0.0036,-0.0287
dv_ratio,ps,mean,中证500,Long_bottom,BOTTOM,20130101,20201231,10,20,9.86%,-0.09%,0.48,-63.67%,13.48%,0.57,-51.23%,2.93%,0.25,-37.86%,-0.0036,-0.0287
dv_ratio,ps,mean,中证500,LT_SB,BOTTOM,20130101,20201231,20,20,-8.94%,-18.90%,-0.72,-61.42%,-7.62%,-0.63,-50.97%,-11.52%,-0.88,-36.74%,-0.0035,-0.0296
dv_ratio,ps,mean,中证500,Long_top,BOTTOM,20130101,20201231,20,20,1.66%,-8.31%,0.21,-72.10%,5.27%,0.33,-62.36%,-5.08%,-0.07,-34.33%,-0.0035,-0.0296
dv_ratio,ps,mean,中证500,Long_bottom,BOTTOM,20130101,20201231,20,20,11.13%,1.17%,0.53,-61.36%,13.77%,0.59,-50.24%,6.15%,0.37,-34.46%,-0.0035,-0.0296
dv_ratio,ps,mean,中证500,LT_SB,BOTTOM,20130101,20201231,30,20,-5.03%,-15.65%,-0.35,-48.37%,-4.49%,-0.29,-45.73%,-6.10%,-0.47,-26.21%,-0.0025,-0.0222
dv_ratio,ps,mean,中证500,Long_top,BOTTOM,20130101,20201231,30,20,8.98%,-1.64%,0.45,-64.97%,11.82%,0.52,-58.88%,3.52%,0.27,-28.73%,-0.0025,-0.0222
dv_ratio,ps,mean,中证500,Long_bottom,BOTTOM,20130101,20201231,30,20,13.57%,2.95%,0.61,-60.34%,15.53%,0.64,-49.85%,9.86%,0.51,-32.03%,-0.0025,-0.0222
dv_ratio,ps,mean,中证500,LT_SB,TOP,20130101,20201231,10,30,-5.76%,-15.72%,-0.40,-52.47%,-8.64%,-0.65,-52.47%,0.39%,0.08,-27.14%,0.0002,0.0015
dv_ratio,ps,mean,中证500,Long_top,TOP,20130101,20201231,10,30,1.76%,-8.21%,0.22,-75.45%,4.10%,0.30,-66.33%,-2.64%,0.03,-35.67%,0.0002,0.0015
dv_ratio,ps,mean,中证500,Long_bottom,TOP,20130101,20201231,10,30,7.62%,-2.35%,0.41,-70.56%,13.67%,0.57,-51.41%,-3.52%,-0.01,-41.18%,0.0002,0.0015
dv_ratio,ps,mean,中证500,LT_SB,TOP,20130101,20201231,20,30,-6.69%,-17.31%,-0.54,-55.61%,-10.11%,-0.85,-55.61%,0.49%,0.11,-25.13%,-0.0006,-0.0057
dv_ratio,ps,mean,中证500,Long_top,TOP,20130101,20201231,20,30,2.34%,-8.28%,0.23,-75.33%,3.52%,0.28,-65.98%,0.00%,0.12,-32.41%,-0.0006,-0.0057
dv_ratio,ps,mean,中证500,Long_bottom,TOP,20130101,20201231,20,30,8.89%,-1.74%,0.45,-67.73%,14.55%,0.60,-48.37%,-1.56%,0.08,-38.28%,-0.0006,-0.0057
dv_ratio,ps,mean,中证500,LT_SB,TOP,20130101,20201231,30,30,-7.32%,-18.07%,-0.60,-61.61%,-12.70%,-1.08,-61.61%,4.39%,0.43,-15.69%,-0.0007,-0.0065
dv_ratio,ps,mean,中证500,Long_top,TOP,20130101,20201231,30,30,0.68%,-10.05%,0.18,-78.45%,0.00%,0.16,-69.52%,2.05%,0.23,-32.18%,-0.0007,-0.0065
dv_ratio,ps,mean,中证500,Long_bottom,TOP,20130101,20201231,30,30,7.91%,-2.83%,0.43,-66.62%,13.38%,0.58,-48.60%,-2.15%,0.05,-36.07%,-0.0007,-0.0065
dv_ratio,ps,mean,中证500,LT_SB,BOTTOM,20130101,20201231,10,30,-10.06%,-20.02%,-0.72,-64.46%,-11.52%,-0.86,-60.62%,-7.03%,-0.46,-32.17%,-0.0045,-0.0353
