因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,mean,,LT_SB,0.05,1.589,0.045,0.092,2.558,0.035,0.155,2.635,0.045,-0.003,-0.043
CAP,mean,,Long_top,0.046,1.456,0.04,0.086,2.947,0.024,0.142,3.222,0.04,-0.003,-0.043
CAP,mean,,Long_bottom,-0.008,-0.6,0.046,-0.011,-0.474,0.046,-0.024,-0.791,0.033,-0.003,-0.043
