因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,mean_diff,,LT_SB,-0.045,-2.247,0.071,0.002,0.073,0.035,-0.126,-2.088,0.052,-0.003,-0.043
CAP,mean_diff,,Long_top,-0.038,-1.345,0.087,0.056,1.318,0.028,-0.108,-1.541,0.067,-0.003,-0.043
CAP,mean_diff,,Long_bottom,0.003,0.199,0.037,0.049,1.785,0.023,0.01,0.248,0.032,-0.003,-0.043
