因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,std_ratio,,LT_SB,0.041,1.238,0.076,-0.078,-2.317,0.076,0.127,1.337,0.032,-0.003,-0.043
CAP,std_ratio,,Long_top,0.029,1.062,0.053,-0.022,-0.926,0.053,0.088,1.627,0.021,-0.003,-0.043
CAP,std_ratio,,Long_bottom,-0.016,-0.865,0.062,0.057,1.923,0.02,-0.046,-0.957,0.048,-0.003,-0.043
