因子名称,参数1,参数2,科目类别,年化收益率 （全时期）,夏普比率 （全时期）,最大回撤率 （全时期）,年化收益率 （前2/3时期）,夏普比率 （前2/3时期）,最大回撤率 （前2/3时期）,年化收益率 （后1/3时期）,夏普比率 （后1/3时期）,最大回撤率 （后1/3时期）,IC值,ICIR
CAP,mean_diff,,LT_SB,-0.022,-0.522,0.064,0.106,1.847,0.053,-0.065,-0.945,0.064,0.002,0.027
CAP,mean_diff,,Long_top,-0.073,-3.033,0.071,-0.056,-1.404,0.071,-0.204,-4.874,0.039,0.002,0.027
CAP,mean_diff,,Long_bottom,-0.056,-1.712,0.086,-0.15,-3.453,0.086,-0.16,-4.192,0.028,0.002,0.027
